en000	2.166	However, due to the slow communication channels, styles in the West could lag behind by 25 to 30 years.
en001	2.100	For the night between 150 and 200 copies were made, now known as Dunlap broadsides.
en002	2.157	Anyone who's going to drive at high latitudes or over mountain passes should consider the possibility of snow, ice, or freezing temperatures.
en003	2.209	A well-rounded athlete, the tiger can climb, though not well, swim, leap great distances, and pull with five times the force of a strong human.
en004	2.188	Travelers are strongly advised to be aware of any risk of severe weather affecting their area, as it may affect any travel plans.
en005	2.274	To the north and within easy reach is the romantic and fascinating town of Sintra, and which was made famous to foreigners after a glowing account of its splendors recorded by Lord Byron.
en006	2.007	Television reports show white smoke coming from the plant.
en007	1.994	The find also grants insight into the evolution of feathers and birds.
en008	2.107	Everyone participates in society and uses transportation systems. Almost everyone complains about transportation systems.
en009	2.048	Mosasaurus was the apex predator of its time, so it feared nothing except other mosasaurs.
en010	2.300	Romanticism had a large element of cultural determinism, drawn from writers such as Goethe, Fichte and Schlegel.
en011	2.152	This is called a chemical's pH. You can make an indicator using red cabbage juice.
en012	1.960	The governor's office said 19 of the injured were police officers.
en013	2.619	We agree with the USOC statement that the interests of our athletes and clubs and their sport may be better served by moving forward with meaningful change within our organization rather than desurfification.
en014	2.267	We don't know for sure, but it may have had a forked tongue. Its diet included turtles, large fish, other mosasaurs, and it may even have been a cannibal.
en015	2.135	Using ships to transport goods is by far the most efficient way to move large amounts of people and goods across oceans.
en016	2.228	There are still many men and women alive who survived their time here, and many more who had loved ones who were murdered or worked to death there, Jews and non-Jews alike.
en017	1.998	Soon after the outbreak of hostilities, Britain initiated a naval blockade of Germany.
en018	2.048	It is thinner under the Maria and thicker under the Highlands.
en019	2.139	The tiger's roar is not like the full forced roar of a lion, but more like a sentence of a snarly shouted words.
en020	2.244	The central authority of the church has been in Rome for over a thousand years, and this concentration of power and money led to many to question whether this tenant was being met.
en021	2.149	However, that is not true. Although there is something written on the back of the document, it is not a treasure map.
en022	2.080	The vehicle itself was taken away from the scene of the accident at approximately 1200 GMT on the same day.
en023	2.062	Soon after the outbreak of hostilities, Britain initiated a naval blockade of Germany.
en024	2.099	Liberal criticism of the reconstruction effort has focused on the awarding of reconstruction contracts to perceived Washington insiders.
en025	2.008	Accepted were Aristotle's views on all matters of science, including physiology.
en026	2.070	Middle-order batsmen Sachin Tukdolkar and Raku Dravid performed well and made a hundred-run partnership.
en027	2.166	Its renown for being an epicenter of luxury began in about 400 AD and lasted up until about 1100 AD.
en028	2.102	The tenth named storm of the Atlantic hurricane season, subtropical storm Jerry, formed in the Atlantic Ocean today.
en029	2.097	He has been unable to take the drugs needed to overcome his pain, as they are banned from the games.
en030	2.076	Swirl the two dry powders together, and then with clean wet hands, squeeze them into a ball.
en031	2.206	If you're not used to driving on country roads, keep your wits about you. Steep grades, narrow lanes, and sharp curves predominate.
en032	2.140	The official Falklands currency is the Falkland Pound (FKP), whose value is set equivalent to that of a British Pound (GBP).
en033	2.053	The term "bug" is used by entomologists in a formal sense for this group of insects.
en034	2.178	Scientists hope to understand how planets form, especially how the Earth formed, since comets collided with the Earth long ago.
en035	2.218	Finally, there are many small cats, including loose pet cats, that eat the far more numerous small prey, like insects, rodents, lizards, and birds.
en036	2.023	One can only wonder what the keyboard will become when something newer comes along.
en037	2.378	The presence of a true invisible team, Larson and LaFaso, 1989, page 109, is also a unique component of a virtual team.
en038	2.139	Be firm in turning down men, and don't be afraid to stand your ground. Cultural differences are not; it doesn't make it okay.
en039	2.225	In many other cities of Italy and in the rest of the world, particularly in Poland, similar setups were made, which were viewed by a great number of people.
en040	2.283	He was reportedly aged in his 20s. In a statement, Bieber said, "While I was not present nor directly involved with this tragic accident, my thoughts and prayers are with the family of the victim."
en041	2.108	There may be more Maria on the near side because the crust is thinner. It was easy for lava to rise up to the surface.
en042	2.155	The fission bomb works on the principle that it takes energy to put together a nucleus with many protons and neutrons.
en043	2.311	But being placed in the high tropics, just a few degrees north of equator, you will need to deal with both heat always and strong sun when the sky is clear, more rarely.
en044	2.116	He was initially hospitalized in the James Pageant Hospital in Great Yarmouth.
en045	2.280	Congress began funding the Obscenity Initiative in fiscal 2005 and specified that the FBI must devote 10 agents to adult pornography.
en046	2.058	This sediment was necessary for creating sandbars and beaches, which served as wildlife habitats.
en047	2.138	Anyone who is going to drive at high latitudes or over mountain passes should consider the possibility of snow, ice, or freezing temperatures.
en048	2.266	But being placed in the high tropics, just a few degrees north of the equator, you will need to deal with both heat always and strong sun when the sky is clear, more rarely.
en049	2.140	It also attacked anything that entered the water, even a giant dinosaur such as T-Rex would be no match for it.
en050	2.239	The Schengen zone, however, works somewhat like one country in this respect.
en051	2.465	He basically lied to us from the start. First by acting as if this was for legal reasons. Second by pretending he was listening to us right up to his art deletion.
en052	2.081	Martelli swore in a new provisional electoral council of nine members yesterday.
en053	2.204	As a result, the process of an organization working together to overcome an obstacle can lead to a new, innovative process to serve the customer's needs.
en054	2.160	This seems sensible because the Earth doesn't feel us if it's moving, does it?
en055	2.348	Regional and seasonal severe weather phenomena include blizzards, snowstorms, ice storms, and dust storms.
en056	2.575	First among its 78 recommendations is that a new diplomatic initiative should be taken before the end of this year to secure Iraq's borders against hostile interventions and to re-establish diplomatic relations with its neighbors.
en057	2.327	By 1976, 30% of Machu Picchu had been restored, and restoration continues till today.
en058	2.442	Some cruises feature Berlin, Germany in the brochures. As you can see from the map above, Berlin is nowhere near the sea, and a visit to the city is not included in the price of the cruise.
en059	2.608	Scaffolding is not a method of learning, but rather an aid that provides support to individuals whom are undergoing a new learning experience, such as using a new computer program or beginning a new project.
mixed000	1.985	那我专业是那个ISM，Information Systems Management。
mixed001	2.188	想过，但是因为这阵子project有点多。
mixed002	1.992	嗯，I like hot pot.
mixed003	1.982	对我平时然后都喜欢跟托尼一起玩。
mixed004	2.002	但是我现在换major了，换成computer engineering了。
mixed005	2.016	啊，走过的 professor 大概有一百多位。
mixed006	2.066	就是就是我们的 senior。
mixed007	2.053	所以你还蛮喜欢，也蛮习惯 Hong Kong life 嘛，就是。
mixed008	2.068	我我自己是之前在这边 exchange，就是我来这边当 exchange student。
mixed009	1.941	聊一些，你现在做什么research方向？
mixed010	2.202	呃，什么之类的，就是我们希望透过多轮，就是 multi turn 的方式，然后最后让这个 system 可以帮助我们完成某一项任务。
mixed011	2.033	对这一块算比较easy的part，然后。
mixed012	2.087	就是 user 去回去 respond 一些就是 interesting 的。
mixed013	2.069	比较就是对我来说比较 new，但是又就是说比比较容易习惯。
mixed014	2.197	对，他说 apply for the fourth year。 I 我就我去 exchange 是在第四年的时候，但是我 apply 时候在 third year 的时候 apply。
mixed015	2.104	就是美国学校的 exchange 的话，twelve twelve twelve score need to be like above four hundred and five。
mixed016	2.133	也也是英语方向为主，然后整个亚洲这样看下来，不是 Hong Kong 就是 Singapore。
mixed017	2.006	就是你已经想好你要念哪个 major 了吗？
mixed018	2.191	就你要申请去交换，你并不需要去说哦，我要去哪一个 department 交换，是直接选 school。
mixed019	2.036	那我们的 department 其实 hardware 跟 software 其实就是各半。
mixed020	2.022	感觉还不错，Robotics就是Robotics mixed with language application。
mixed021	2.002	对，就是当时考虑过挺多major的。
mixed022	1.945	还是做 software 的方向。
mixed023	2.040	所以你平时就现在大部分时间还是 tennis 就打网球。
mixed024	1.995	嗯呀，因为体积比较小。
mixed025	1.973	首先，为什么 basketball 呢？因为就是。
mixed026	2.027	单明探其实可以，就是。
mixed027	1.984	就是特别不好掌控，那个就是你 bracket balance。
mixed028	2.064	对，就是那些一些 basketball 或者 soccer，对。
mixed029	1.948	比较容易学的是 swimming。
mixed030	2.093	啊，是因为我比较喜欢篮球，所以我喜欢的运动员有 Michael Jordan 啊。
mixed031	1.958	因为它的得分方式非常 efficient。
mixed032	2.039	就是非 a famous Chinese player，姚明。
mixed033	2.134	而且他的三分，他的 lay up，他的那个 crossover 都非常的非常的标准，非常的那个具有威胁性。
mixed034	2.125	Now, um, why you choose Hong Kong instead of other other foreign countries like U S or Australia?
mixed035	2.033	那你平时怎么跟local交流啊？
mixed036	2.009	个人的 personalities，哦，还有那个。
mixed037	2.095	大四上学期，好像是，反正好像是六月份的时候才开始准备Ielts。
mixed038	2.016	但是你们，你不觉得平时也有很多丢要干嘛？
mixed039	2.189	三文鱼吃，或者是其他的东西分给我们吃，然后我们就边吃边听他分享，share他的一些，他们公司的一些东西。
mixed040	2.167	那种关于呃着装啊，还有关于那些 interview skills 的东西，所以 you need to have uh to dress formal.
mixed041	1.992	self driving方面，自动驾驶方面。
mixed042	1.900	他他 make a mistake.
mixed043	1.995	很大程度上是属于那种 data driven。
mixed044	2.008	另一个呢，就是 responsibility 的问题。
mixed045	2.002	就是我觉得呢，要分不同的 situation。
mixed046	2.002	如果你 customer 在知道这个会有五 percent 的 exit，
mixed047	2.009	然后，如果这样的话，accident happen的话，我觉得就是 company 要要负这个责任。
mixed048	2.093	第二个呢，它的测试也很很复杂，就是说你在测试的时候，你只能 simulate 这个 scenario。
mixed049	2.053	AI可以就是很大很大程度上改善我们的生活，比如说什么一些 translation 啊，还有一些就是。
mixed050	2.122	对，但是它也有它的 drawback，就是说，就是有手机可以玩一些很多很多游戏之类的，会影响学习。
mixed051	2.036	你要就是教导，就是自己的孩子如何使用 smartphone，是一个非常关键的。
mixed052	2.009	我们也学背背data上学期，然后我们主要是拿来做一些。
mixed053	1.986	做 optimization，然后再去做预测，主要还是做预测。
mixed054	1.966	computer language还有programming language的东西，我还是不太懂。
mixed055	1.982	哦，那个是那个是wind，好像是做。
mixed056	1.938	我当时学 privacy 的时候，也是觉得。
mixed057	1.933	然后他可能会 record your personal life.
mixed058	2.039	他们之所以不用阿里配的原因，就是因为啊，他们觉得阿里配很轻易的就能。
mixed059	1.892	Sign in的话，只需要你的一个。
zh000	2.038	这并不是告别，这是一个篇章的结束，也是新篇章的开始。
zh001	2.277	有些人认为他是对的，但也有很多人持反对意见。他们认为太阳系是围绕着地球运转的，太阳也是，甚至其他恒星也是。
zh002	2.191	自一九六六年以来，孙德尔本斯一直是野生动物保护区。据估计，目前该区生活着四百只皇家孟加拉虎和大约三万只梅花鹿。
zh003	2.248	该海湾曾在 1889 年发生过一场臭名昭著的海军对峙，当时来自德国、美国和英国的七艘舰船拒绝驶离这个海湾。
zh004	2.057	对儿童来说，金字塔的声光表演是该地区最有趣的活动之一。
zh005	2.124	起初，他被送往位于大雅茅茨的詹姆斯佩吉特医院进行救治。
